textid,anger,disgust,fear,joy,sad,surprise
98,0.0831102305252,0.0511903888111,0.145704186033,0.233118321463,0.258066421465,0.228810451704
99,0.0632254573062,0.0884026993607,0.16442516475,0.139981544666,0.139032090547,0.404933043369
100,0.078300549731,0.0506437146746,0.126763944485,0.313667692906,0.183118540759,0.247505557445
101,0.0654592190374,0.0631829198553,0.236351663932,0.181354567726,0.240879379976,0.212772249473
102,5.15987975758e-08,3.28364511252e-08,9.37006502538e-08,0.637699808513,1.23648082164e-07,0.362299889703
103,0.10262170583,0.0793404870236,0.234525366599,0.0607963658483,0.347179519077,0.175536555623
104,0.0405820528062,0.0301614851659,0.109930273293,0.40460928283,0.113208288469,0.301508617435
105,0.103524994482,0.0676903640909,0.214253350514,0.233544349067,0.192138504834,0.188848437013
106,0.114544771471,0.0636083792032,0.216751309475,0.109817816931,0.315824371502,0.179453351418
107,0.114831157386,0.0648708994642,0.222552206271,0.157451191871,0.125083217908,0.3152113271
108,0.0698974104993,0.0293631818051,0.148110950161,0.311388190536,0.102391913949,0.338848353049
109,0.0820353758121,0.0501453151749,0.14930685765,0.308084994201,0.182384265328,0.228043191833
110,0.0473378614501,0.0282623328171,0.114833046903,0.447797719661,0.124279851191,0.237489187978
111,0.0672836967703,0.0710047921716,0.209342686148,0.194581151635,0.222385087249,0.235402586026
112,0.121710156646,0.119395455511,0.219847519834,0.177654590156,0.196550283377,0.164841994475
113,0.0588426482673,0.035142624636,0.0990424438161,0.423731954519,0.117674442129,0.265565886632
114,0.111170081814,0.0793367462609,0.22564982272,0.210565638373,0.198234071974,0.175043638857
115,0.15307701183,0.188748242589,0.548615826774,0.000650693560779,0.10835948357,0.000548741676484
116,0.0585448556556,0.0306668569438,0.0970969653982,0.441259058503,0.128650589879,0.24378167362
117,0.0930821762438,0.0547053846896,0.172134606909,0.26442334461,0.196271575649,0.219382911899
118,0.0529000009712,0.0568099516239,0.123810038117,0.349940088377,0.09964503544,0.316894885471
119,0.113562973769,0.04805532901,0.155936729828,0.232705296554,0.187870384938,0.261869285901
120,0.0465883123946,0.000239413090006,0.394262968671,0.000827083623912,0.49824264932,0.0598395728998
121,0.106922379932,0.0465989389701,0.158250003296,0.299016333808,0.155098532516,0.234113811478
122,0.00299510135875,0.0022654855798,0.00525134331499,0.538389299494,0.00589173371251,0.44520703654
123,0.0741554447724,0.0440901045929,0.145598609246,0.378445547013,0.153587236534,0.204123057842
124,0.0834215764946,0.0503785306308,0.172177301496,0.268458655946,0.205807841678,0.219756093755
125,0.0669294635351,0.070270013556,0.213513910148,0.190788862565,0.22139658551,0.237101164686
126,0.0821606793371,0.0731820664308,0.149359139498,0.287400928624,0.191491703957,0.216405482154
127,0.202169139647,0.0358654479595,0.160826641501,0.158255656892,0.218485039442,0.224398074558
128,0.0201800328222,0.0153656683056,0.3290298302,0.135811654516,0.0202468295989,0.479365984557
129,0.179164613417,0.0650390641097,0.196166797121,0.263859222536,0.134853296433,0.160917006384
130,0.0879202690708,0.0405995040213,0.110837387711,0.309740654425,0.148741219632,0.30216096514
131,0.102869509439,0.0581770442982,0.123880645792,0.319536245919,0.167640911784,0.227895642768
132,0.0819803888633,0.0501117036037,0.149206779746,0.306976097629,0.182262016187,0.229463013972
133,0.26435314458,0.0757021386617,0.210258073944,0.0637967572646,0.29247394394,0.0934159416098
134,0.0990572837119,0.0824218962471,0.19239135865,0.13993656282,0.222286478765,0.263906419806
135,0.0489405728216,0.0204834173395,0.405984476587,0.164701018601,0.20519370652,0.154696808131
136,0.0775689171152,0.053010004197,0.131494157373,0.305455110048,0.185359319752,0.247112491515
137,0.0787328897256,0.059735295789,0.149583274239,0.192271978711,0.1886541759,0.331022385635
138,0.144962842342,0.0447024784381,0.201190834463,0.249355776886,0.150709686088,0.209078381783
139,0.119289525681,0.0687903735058,0.256890326967,0.195419514776,0.183050804526,0.176559454544
140,0.0878690091885,0.037678811422,0.179008903114,0.267189855271,0.222868872341,0.205384548663
141,0.00182059851609,0.0541944287009,0.00311082977114,0.562055036073,0.267771621399,0.111047485539
142,0.10794193162,0.0513704869097,0.155269810044,0.251298979135,0.244892578102,0.189226214189
143,0.00102959111605,0.0216102132996,0.0644202491455,0.761720882057,0.0224628375832,0.128756226799
144,0.0385451280368,0.0199224322567,0.110563915028,0.344708818803,0.245394903688,0.240864802188
145,0.109969344252,0.0622323916663,0.172789004527,0.172442261306,0.210241531659,0.272325466589
146,0.0840412937495,0.0552363946152,0.129755462164,0.292729273523,0.194169506012,0.244068069937
147,0.0725699072797,0.0860999474665,0.236552483404,0.093248656268,0.29857613937,0.212952866211
148,0.062790012849,0.0543480891163,0.244704945693,0.140652959647,0.329787659337,0.167716333358
149,0.00225208050688,0.00153035465649,0.037574531225,0.48864244065,0.0961095478957,0.373891045066
150,0.0702230218429,0.041100276844,0.187812903807,0.200970138475,0.301355216271,0.198538442759
151,0.0764523787847,0.0508306606276,0.25139290634,0.174336314283,0.239125603275,0.20786213669
152,0.0947072793382,0.0563494439532,0.147832966602,0.257756515851,0.189177634718,0.254176159537
153,0.0286167198929,0.00950044840496,0.361860045518,0.447643499689,0.0190312258876,0.133348060607
154,0.0707398737427,0.0567939652585,0.12983287115,0.289873921409,0.160404916733,0.292354451706
155,0.0743001456302,0.0577937078716,0.137318517359,0.287327644516,0.172921393568,0.270338591055
156,0.0900478533217,0.0538746648765,0.146730417574,0.266235040004,0.184602996721,0.258509027503
157,0.0619355713871,0.0221115899125,0.222310762583,0.342074776577,0.108578850829,0.242988448711
158,0.0715422222216,0.0554776207197,0.137348750949,0.267631020462,0.146814802069,0.321185583579
159,0.0785268537166,0.0485342601288,0.143537330956,0.314024803696,0.182603542294,0.232773209208
160,0.0745183155266,0.0469682267913,0.185297505355,0.267773865992,0.200307500954,0.225134585382
161,0.0792561006547,0.0635600943744,0.184495996008,0.26061368035,0.205646220661,0.206427907952
162,0.126024181607,0.12141759027,0.163111016532,0.144416795224,0.261348792057,0.18368162431
163,0.126966758816,0.0950916595688,0.112746947383,0.219347427622,0.143545928449,0.302301278162
164,0.101232477204,0.0795837210363,0.18650887054,0.240512439162,0.213533240145,0.178629251913
165,0.165166250028,0.121558494537,0.299292832819,0.112574391543,0.194478056875,0.106929974198
166,0.118118237259,0.100744545644,0.221848821062,0.208923201597,0.192229777113,0.158135417325
167,0.229648967158,0.111098071671,0.15585690893,0.178630249045,0.135359728031,0.189406075165
168,0.0804237590649,0.0443967279708,0.124254084417,0.214693115257,0.299622250571,0.236610062719
169,0.124286640593,0.0623862925318,0.194363165816,0.236815394764,0.220994109681,0.161154396614
170,0.0588137211695,0.030325981329,0.159237189494,0.462525067937,0.131753099243,0.157344940828
171,0.125610572028,0.00531936743485,0.530647947079,0.0109065893117,0.109970153912,0.217545370235
172,0.0494994034324,0.0303888471106,0.0708285986427,0.386728290006,0.0869131396262,0.375641721182
173,0.0879235138948,0.063722554444,0.233024031721,0.261094439894,0.185561327431,0.168674132615
174,0.0296472075009,0.0130378327588,0.137887775868,0.456689924671,0.117912862326,0.244824396876
175,0.0920570079715,0.0405033058537,0.254799251587,0.108400392737,0.369415415394,0.134824626456
176,0.087365032746,0.0446554436766,0.122072395333,0.378679437504,0.138758085992,0.228469604749
177,0.0879699885455,0.0550563215342,0.1848238305,0.256636177672,0.203877733885,0.211635947863
178,0.108076893665,0.0351344594979,0.218709492725,0.336141926098,0.10024474158,0.201692486434
179,0.0857227745706,0.0368177428322,0.126364769198,0.364296486447,0.128992533921,0.257805693031
180,0.014537383485,0.00915386124933,0.31321663873,0.12736630135,0.0618470980637,0.473878717122
181,0.0732428689132,0.0418186812224,0.245970226793,0.240948201523,0.212000173271,0.186019848278
182,0.093487751017,0.041486583615,0.133195774499,0.195754057428,0.199871217301,0.336204616139
183,0.0849892288222,0.0468339333042,0.157266121004,0.287942827278,0.213885142589,0.209082747002
184,0.0865731386368,0.0529492436923,0.157175501011,0.281343479073,0.191441931658,0.230516705928
185,0.0717004133739,0.0530518315766,0.12979943349,0.292337660572,0.183550889994,0.269559770994
186,0.0824330910707,0.0545180593299,0.132891303735,0.294979191511,0.18920508474,0.245973269614
187,0.000264910935618,0.000175752607373,0.000514885833726,0.650959376084,0.000668928820632,0.347416145718
188,0.0673270663433,0.0558501905256,0.166799837545,0.310115086119,0.130391731056,0.269516088411
189,0.0596185866484,0.0334988875191,0.125599545265,0.367622016416,0.161620982974,0.252039981178
190,0.0865731386368,0.0529492436923,0.157175501011,0.281343479073,0.191441931658,0.230516705928
191,0.0972977382541,0.0204430251915,0.42983781137,0.0577769660863,0.208346017983,0.186298441115
192,0.164182110531,0.0685705377688,0.136994366947,0.250344018629,0.139188665456,0.240720300668
193,0.0946846387139,0.0413925446622,0.144041243835,0.214987314481,0.192942970721,0.311951287588
194,0.0789940545193,0.0501147944675,0.166488811668,0.252487171925,0.196394256292,0.255520911128
195,0.091420781836,0.035206430541,0.240425086342,0.325885500185,0.115240503184,0.191821697912
196,0.0909400170124,0.0901288259252,0.162585948353,0.181491688035,0.264170019936,0.210683500739
197,0.103430718366,0.0429590883783,0.146942274928,0.257838143288,0.235436956912,0.213392818128
198,0.0257933543536,0.0163521190112,0.42989289768,0.233663872081,0.125665020074,0.1686327368
199,0.0963643164884,0.0759061780691,0.202178345537,0.173746285909,0.236010998668,0.215793875328
200,0.208807999562,0.155608578142,0.274676760352,0.0284493770346,0.253010413271,0.0794468716384
201,0.041663395694,0.0240972672613,0.0652766760903,0.474391184949,0.0759692717348,0.318602204271
202,0.0654341895859,0.0488669108661,0.206206780429,0.113199936224,0.214229085644,0.352063097252
203,0.0977715456768,0.0465452554886,0.137175211736,0.268750830958,0.131972526284,0.317784629856
204,0.0782169275071,0.0521214203844,0.153348272179,0.259758024278,0.181654209175,0.274901146477
205,0.064082509335,0.0447055367452,0.128487981632,0.325736358976,0.144676647495,0.292310965817
206,0.0722000711542,0.0456051155226,0.142382529583,0.286681676215,0.199995914333,0.253134693192
207,0.063667472438,0.0489359747628,0.244502988888,0.322736052663,0.157006195295,0.163151315953
208,0.0743758841406,0.0312531688877,0.1811332094,0.400682272424,0.0967991533928,0.215756311755
209,0.0381391131496,0.0130619652593,0.328119630662,0.427512299754,0.0422406724242,0.150926318751
210,0.113346050822,0.0485195697427,0.164218665088,0.289884748239,0.161607843951,0.222423122158
211,0.16852572562,0.0513760308786,0.262930613099,0.235125281188,0.128281064181,0.153761285032
212,0.120468669046,0.0619873597452,0.335083445466,0.206415873849,0.172604255387,0.103440396507
213,0.0564889044902,0.0343938144506,0.334613629205,0.141823318222,0.259430810766,0.173249522867
214,0.094055927197,0.0646674474277,0.155078508081,0.261884519659,0.208356462754,0.215957134881
215,0.0314147429265,0.0130640904012,0.0434603722878,0.648403468889,0.0861677299953,0.1774895955
216,0.0862643833569,0.037012853798,0.123408596704,0.234720851924,0.204967645565,0.313625668653
217,0.126711986065,0.0597427019987,0.174756527761,0.257128466718,0.161998542248,0.21966177521
218,6.98105311191e-07,0.17859948418,6.63652922724e-07,0.321399724147,0.0357008671748,0.46429856274
219,0.105798705871,0.0565867354661,0.225114751146,0.173734650924,0.265646118044,0.17311903855
220,0.0553538035741,0.0351830439012,0.103809126395,0.458202269764,0.160958005505,0.186493750861
221,0.1504655496,0.0738938425499,0.113594828502,0.311495886148,0.163648035616,0.186901857585
222,0.0258958988661,0.0593111564659,0.193298441034,0.21105916791,0.103274316501,0.407161019223
223,0.00370448512494,0.00219135453457,0.125321211057,0.324475076243,0.0527488371062,0.491559035935
224,0.135287278192,0.0813631044802,0.162528408012,0.0207062295612,0.465968787756,0.134146191999
225,0.0455227347613,0.0300731570978,0.487330674971,0.0774939646821,0.244056342817,0.115523125671
226,0.09647926626,0.0618369239596,0.178656034924,0.213010312295,0.230212914273,0.219804548288
227,0.157260363267,0.0669210041569,0.177408303346,0.253326881968,0.15040499112,0.194678456143
228,7.99675045155e-07,7.23816480891e-07,0.66669543833,2.43930081701e-06,1.70509237554e-06,0.333298893786
229,0.0725718702035,0.0381812733299,0.131763928233,0.387544083358,0.139676157542,0.230262687334
230,0.000760155362428,0.000289691714335,0.0321113093083,0.0928506134453,0.551623699148,0.322364531021
231,0.0923881934943,0.0432598776031,0.184623824057,0.303109133324,0.159508969151,0.217110002371
232,0.0633463063893,0.04778820951,0.139212963838,0.276059732053,0.181590070649,0.292002717561
233,0.0574566441394,0.043223139817,0.326664741201,0.18085737185,0.135275864414,0.256522238578
234,0.0865731386368,0.0529492436923,0.157175501011,0.281343479073,0.191441931658,0.230516705928
235,0.137453590099,0.0355009609532,0.172564418451,0.299774804958,0.184450689127,0.170255536413
236,0.0904586443609,0.0686922826453,0.186771009053,0.246755814368,0.197632723574,0.209689525998
237,0.0913889396549,0.0323593992236,0.248928983816,0.107503283913,0.364855417902,0.154963975491
238,0.100061267363,0.0858699915954,0.163840523974,0.235712028538,0.203245970145,0.211270218384
239,0.0771444133652,0.0497380475275,0.125735018829,0.315156058587,0.178760368178,0.253466093513
240,0.161721538325,0.0491788678811,0.264821005676,0.17246229402,0.17476570116,0.177050592938
241,0.110425509174,0.0480253270196,0.157637708696,0.289306082589,0.160555976516,0.234049396004
242,0.034396846283,0.0208829434179,0.057554528415,0.660140617202,0.0729411172034,0.154083947479
243,0.24832992457,0.0669683959615,0.179915152536,0.139073778716,0.176011347434,0.189701400782
244,0.0733551641453,0.0383185612912,0.215780943018,0.27680139913,0.174344242278,0.221399690138
245,0.154741213063,0.155754822507,0.146079065183,0.141365239571,0.235365692133,0.166693967543
246,0.0913888224467,0.0574142560881,0.142646905273,0.267334096284,0.188599120246,0.252616799662
247,0.0776658507597,0.0474460364385,0.142599228444,0.336582554343,0.176254215463,0.219452114552
248,0.0962532236476,0.0518039045904,0.14648892418,0.250596086249,0.185176636277,0.269681225056
249,0.0683317832907,0.0715391366075,0.208033186469,0.196122452503,0.220538524719,0.23543491641
250,0.0106501505265,0.163370834811,0.0282122169944,0.138485019496,0.0268048864275,0.632476891745
251,0.103423794128,0.0553373766322,0.091889264049,0.237933259774,0.178278742257,0.333137563159
252,0.0173621845402,0.0060440425796,0.0341987928962,0.673480196969,0.204401744048,0.0645130389665
253,0.0790261926428,0.0529614837683,0.127162552429,0.29838863159,0.193940719291,0.248520420279
254,0.0289249065235,0.0290073703852,0.112182147044,0.422691927455,0.178199093852,0.22899455474
255,0.0105061354238,0.00660603698692,0.0261632381275,0.639066417909,0.0173592366168,0.300298934936
256,0.0918205589899,0.128073585619,0.204103466338,0.129776758156,0.324260434648,0.121965196249
257,0.0381608935989,0.0190656829627,0.130257120507,0.0976810456154,0.507372988707,0.20746226861
258,0.153991443625,0.100127223113,0.178620141013,0.167752157348,0.206148180408,0.193360854493
259,0.0820977599432,0.0695894219649,0.185168828735,0.240121004387,0.214664829725,0.208358155245
260,0.0930151263624,0.0631618096763,0.148834264476,0.263182664942,0.210813203246,0.220992931298
261,0.0494879327372,0.0551067048982,0.143428711221,0.167756670204,0.187293654951,0.396926325989
262,0.123492409265,0.0774116485005,0.147642245564,0.229178304437,0.161847897135,0.260427495099
263,0.0839406754589,0.0387637513921,0.113845725377,0.350160955899,0.136624597912,0.276664293961
264,0.0820470153861,0.0542468572753,0.169147982229,0.278861839889,0.199085746392,0.216610558828
265,0.00350475514001,0.00212257609417,0.00148086074521,0.0285023727972,0.355934409825,0.608455025398
266,0.0644737278092,0.0615879446261,0.174869121635,0.232128054024,0.145082286652,0.321858865254
267,0.133564166698,0.102543223031,0.185176210823,0.171458792349,0.237628368141,0.169629238957
268,0.182587916309,0.193962870066,0.0948911931978,0.107431363885,0.12546682318,0.295659833363
269,0.0710008658788,0.061234460083,0.136924260476,0.28263326926,0.208425497651,0.239781646651
270,0.196727025757,0.130590429478,0.420103064224,0.0297844014488,0.200388275461,0.0224068036309
271,0.105915643561,0.0640357410353,0.162132311804,0.271957352491,0.186792259442,0.209166691667
272,0.0791259868801,0.050089887553,0.185884814063,0.266805112009,0.21267722798,0.205416971515
273,0.252267564965,0.0675569576252,0.288087246164,0.0826427730927,0.226299838118,0.0831456200346
274,0.0386507046655,0.0135920513863,0.328652980015,0.426174260389,0.042588016299,0.150341987245
275,0.0961534395817,0.15026688155,0.472634881944,0.0574560620405,0.14211490653,0.0813738283538
276,0.110315742716,0.0837429996112,0.183291876242,0.245050568161,0.196684734078,0.180914079192
277,0.0851134694163,0.0517517115975,0.150390135026,0.236161294741,0.17014327993,0.306440109289
278,0.0924655150648,0.0412890970302,0.146161926825,0.176870061281,0.329773757109,0.21343964269
279,0.0976447878036,0.0467960231688,0.218388393468,0.22783288845,0.178869506546,0.230468400563
280,0.123561147893,0.087245187835,0.18938631228,0.214428718629,0.189117715527,0.196260917835
281,0.0785026272716,0.0351531509403,0.193145914802,0.208374768348,0.290586033358,0.19423750528
282,0.0868375591397,0.0609684186172,0.140852625219,0.256559222761,0.215835499286,0.238946674978
283,0.184696855714,0.101670097704,0.193431048888,0.159067606607,0.200092368835,0.161042022252
284,0.167688736306,0.0561520939068,0.139504949856,0.255214643706,0.154635721578,0.226803854647
285,0.0765541685257,0.0703674415856,0.0724225094022,0.328696855797,0.122318498923,0.329640525767
286,0.0820657876083,0.0666819983334,0.193498018121,0.235366574257,0.215645069307,0.206742552373
287,0.0865731386368,0.0529492436923,0.157175501011,0.281343479073,0.191441931658,0.230516705928
288,0.0593944650009,0.0464893420702,0.199405364417,0.196252447236,0.212802453684,0.285655927592
289,0.0376259746628,0.0220391060848,0.255795493929,0.129834298647,0.382161659124,0.172543467552
290,0.0357676545742,0.0245690695421,0.0952633442531,0.561464822287,0.101904584238,0.181030525105
291,0.0440543434753,0.0254094727729,0.133813831091,0.164161536151,0.519117479587,0.113443336922
292,0.0983375990444,0.088698662783,0.125090156259,0.299273227728,0.179448185702,0.209152168484
293,0.0963882632153,0.0510697547527,0.163659745054,0.268825200882,0.199977506043,0.220079530053
294,0.0782313802139,0.0479722010772,0.162595092462,0.287516482968,0.207528561814,0.216156281465
295,0.0868199684969,0.0415596146065,0.126659870155,0.373629724338,0.1391046017,0.232226220703
296,0.0797184450403,0.0427587208719,0.136292609084,0.331609694,0.162407837564,0.24721269344
297,0.203328106432,0.121640827527,0.232092953747,0.102639229766,0.170651067584,0.169647814943
298,0.0516971642242,0.018318074029,0.468379145247,0.104585316709,0.225528583488,0.131491716303
299,0.277330611783,0.156262215789,0.159985811633,0.0836467154809,0.234619351373,0.0881552939408
300,0.103209743742,0.0561912407587,0.226015363476,0.171065935043,0.263791118551,0.179726598428
301,0.0784550725451,0.0607275176762,0.171973748239,0.26677968616,0.200086761076,0.221977214303
302,0.104446947099,0.0509969439478,0.169936660581,0.264608123666,0.183223047329,0.226788277377
303,2.9293357441e-06,0.0788982247215,5.80601440035e-06,1.60020353988e-05,0.447386075799,0.473690962094
